id,user_id,market_id,outcome_type,trade_type,amount_staked,tokens_amount,price_at_execution,onchain_trade_id,onchain_tx_hash,created_at
9429,340,28,YES,sell,314.0,503.36,0.62381,306041,0x042633035862,2025-11-27T09:04:11.451566+00:00
9175,326,29,YES,buy,35.6,86.57,0.41124,214072,0x08d14e082fe6,2025-11-27T09:04:10.477263+00:00
9005,318,28,NO,buy,38.18,56.05,0.681222,135401,0x023cbc0d698f,2025-11-27T09:04:09.821813+00:00
8985,317,44,NO,sell,36.52,61.97,0.589281,986181,0x08231209812e,2025-11-27T09:04:09.749091+00:00
7967,267,21,YES,buy,216.08,515.97,0.418783,8039,0x0a16c00e4449,2025-11-27T09:04:08.932773+00:00
8747,305,15,YES,sell,43.32,66.2,0.654396,488437,0x060dd4029936,2025-11-27T09:04:08.861800+00:00
8726,304,34,YES,sell,43.26,64.99,0.66569,108334,0x09237d07b9ac,2025-11-27T09:04:08.776450+00:00
8658,301,36,YES,buy,14.73,26.41,0.557691,269239,0x0c2790097480,2025-11-27T09:04:08.473992+00:00
8588,298,39,NO,sell,40.29,124.28,0.324177,17401,0x0cfedb029aef,2025-11-27T09:04:08.200021+00:00
8490,294,33,NO,buy,25.49,80.4,0.317026,702613,0x01909d0c2d49,2025-11-27T09:04:07.827836+00:00
8242,281,23,NO,buy,33.95,58.88,0.576626,320258,0x0964a90d1622,2025-11-27T09:04:06.925859+00:00
8195,279,18,NO,sell,17.92,48.77,0.367463,420048,0x089a240937ec,2025-11-27T09:04:06.749346+00:00
8171,278,18,NO,buy,178.07,376.94,0.472415,513812,0x0b8add07e7ab,2025-11-27T09:04:06.656755+00:00
8033,270,25,NO,buy,14.95,31.13,0.480196,724488,0x05b9c00b089d,2025-11-27T09:04:06.169518+00:00
7989,268,21,YES,sell,237.0,356.95,0.663953,409456,0x028de701d3e0,2025-11-27T09:04:06.011876+00:00
7966,267,29,YES,buy,253.23,386.89,0.65453,761056,0x07e01107d9a6,2025-11-27T09:04:05.932773+00:00
7675,254,19,YES,sell,11.27,23.74,0.474716,360502,0x09af6409c0f2,2025-11-27T09:04:04.849527+00:00
7653,253,19,NO,sell,7.35,20.82,0.353068,52544,0x0b900808d1d9,2025-11-27T09:04:04.768617+00:00
7444,241,15,YES,sell,39.49,59.66,0.661879,445045,0x0bf1f90ce52f,2025-11-27T09:04:03.972257+00:00
7419,239,35,NO,sell,258.37,650.84,0.396977,179670,0x0834a307d412,2025-11-27T09:04:03.882069+00:00
7197,226,39,NO,buy,23.44,36.59,0.640586,925510,0x074b37087970,2025-11-27T09:04:03.043465+00:00
7058,220,28,YES,sell,3.16,5.33,0.592374,679407,0x0bc87302edf7,2025-11-27T09:04:02.525814+00:00
6921,214,21,YES,buy,327.34,471.35,0.694471,100903,0x0867e50731cc,2025-11-27T09:04:02.005159+00:00
5889,157,32,YES,buy,2.15,6.88,0.312439,195735,0x03768c04d6da,2025-11-27T09:03:58.184165+00:00
4501,85,17,YES,buy,154.76,386.16,0.400763,862530,0x02a7270ab9ab,2025-11-27T09:03:57.960273+00:00
5251,125,37,YES,buy,18.72,49.09,0.381312,381002,0x0f22a901cce3,2025-11-27T09:03:55.828136+00:00
4798,99,39,YES,sell,18.28,44.92,0.406943,291607,0x0c68d5084af1,2025-11-27T09:03:54.082055+00:00
4681,93,34,YES,buy,29.0,41.92,0.69174,508157,0x09fd3002edb8,2025-11-27T09:03:53.668331+00:00
4566,88,27,YES,sell,18.72,29.04,0.644737,276617,0x0485330a4d8a,2025-11-27T09:03:53.243337+00:00
4520,86,42,YES,buy,22.86,61.51,0.371658,915562,0x0a94310c1394,2025-11-27T09:03:53.031647+00:00
4500,85,32,NO,buy,393.69,1089.04,0.361502,348828,0x08df9c0cfeea,2025-11-27T09:03:52.960273+00:00
4428,82,43,YES,sell,33.37,58.31,0.572302,688237,0x0d110001eee3,2025-11-27T09:03:52.691591+00:00
11880,468,32,YES,buy,45.91,128.53,0.357184,148360,0x0c14a20e801d,2025-11-27T00:21:25.598897+00:00
12813,519,33,YES,sell,41.0,59.08,0.694012,779934,0x0e425d04b96b,2025-11-26T23:48:31.031664+00:00
11879,468,28,NO,buy,34.83,58.08,0.599682,205501,0x04e1ce07c71e,2025-11-26T23:33:04.598897+00:00
11878,468,18,YES,buy,13.32,28.61,0.465513,397195,0x065d9306c047,2025-11-26T23:11:14.598897+00:00
12812,519,22,NO,sell,28.47,86.15,0.330476,223860,0x0701970bda53,2025-11-26T22:56:49.031664+00:00
12217,487,31,NO,sell,45.8,150.8,0.303719,160627,0x09ecf60b3a1b,2025-11-26T22:41:53.841308+00:00
12811,519,44,YES,sell,20.04,41.15,0.487053,474157,0x06f348087628,2025-11-26T22:35:06.031664+00:00
10024,371,31,YES,buy,28.43,50.89,0.558692,504640,0x0a15bd09715b,2025-11-26T22:26:55.705682+00:00
7196,225,35,NO,sell,40.9,117.49,0.348119,647742,0x0639e301f4d0,2025-11-26T22:26:27.962329+00:00
4680,92,30,YES,buy,35.04,85.51,0.409767,551131,0x09f56e082560,2025-11-26T22:19:22.577197+00:00
11229,437,21,NO,buy,21.02,31.67,0.663755,434077,0x08291302cc5b,2025-11-26T22:18:39.263024+00:00
12810,519,39,NO,buy,42.51,101.26,0.419818,660062,0x0db50f075302,2025-11-26T22:17:48.031664+00:00
11877,468,17,NO,sell,27.37,52.86,0.517799,423837,0x08d2d5061592,2025-11-26T22:17:38.598897+00:00
7195,225,30,NO,buy,5.6,8.67,0.645698,344301,0x0b5aaa02ae38,2025-11-26T22:16:04.962329+00:00
4679,92,25,NO,sell,41.19,68.27,0.603377,69079,0x0f04d20a555a,2025-11-26T21:59:13.577197+00:00
10023,371,15,YES,sell,27.76,40.08,0.692633,330406,0x02058f052e19,2025-11-26T21:58:30.705682+00:00
12216,487,20,YES,buy,13.75,43.43,0.31658,584437,0x077e740d023e,2025-11-26T21:57:11.841308+00:00
12809,519,24,YES,sell,32.63,100.61,0.324309,833761,0x0de54e09abc8,2025-11-26T21:56:08.031664+00:00
7194,225,16,YES,buy,36.53,53.04,0.68878,935389,0x0a62b0050ea4,2025-11-26T21:47:10.962329+00:00
11876,468,32,YES,sell,37.09,122.24,0.30342,84423,0x0505fa08c27c,2025-11-26T21:45:34.598897+00:00
11228,437,33,YES,buy,38.65,82.59,0.46799,791810,0x05cb1e0a0416,2025-11-26T21:41:34.263024+00:00
4847,100,26,NO,sell,11.5,29.41,0.391022,330546,0x0354d70db55b,2025-11-26T21:39:17.204671+00:00
10229,382,15,NO,buy,15.9,32.96,0.482381,108573,0x07734001f20c,2025-11-26T21:38:44.495520+00:00
4678,92,24,YES,sell,37.72,84.94,0.444075,806843,0x02196d030411,2025-11-26T21:38:38.577197+00:00
12215,487,23,NO,sell,40.62,116.53,0.348579,266027,0x0ad83507439f,2025-11-26T21:37:50.841308+00:00
12808,519,31,YES,sell,33.42,50.71,0.659026,595092,0x0a33660d784b,2025-11-26T21:24:16.031664+00:00
11875,468,40,NO,buy,43.5,68.41,0.635868,908039,0x0d5dc6048de0,2025-11-26T21:18:35.598897+00:00
10228,382,41,YES,buy,23.58,34.2,0.689437,661249,0x0389cb0805d4,2025-11-26T21:12:04.495520+00:00
7193,225,41,YES,buy,34.32,49.63,0.691539,617964,0x05d3130b586a,2025-11-26T21:09:51.962329+00:00
10022,371,29,NO,buy,43.73,109.8,0.398275,401377,0x038225059112,2025-11-26T21:03:53.705682+00:00
10021,371,25,NO,sell,41.53,113.7,0.365244,949783,0x09214305f64e,2025-11-26T20:59:59.705682+00:00
10227,382,24,NO,buy,3.15,7.19,0.438094,746997,0x07476f0956d4,2025-11-26T20:57:40.495520+00:00
12214,487,21,NO,sell,47.48,121.65,0.390314,658557,0x0cf76f08e50b,2025-11-26T20:53:24.841308+00:00
6560,194,33,NO,buy,28.9,63.93,0.452063,52952,0x06a9d504d1f1,2025-11-26T20:52:58.531122+00:00
4677,92,36,NO,sell,46.1,144.24,0.319613,170172,0x08327b0460ba,2025-11-26T20:52:36.577197+00:00
4676,92,21,YES,buy,8.26,14.72,0.561311,896304,0x021d0803da14,2025-11-26T20:50:14.577197+00:00
11227,437,15,NO,sell,10.45,19.29,0.541854,624776,0x029d270df840,2025-11-26T20:49:20.263024+00:00
12213,487,31,NO,buy,19.28,30.27,0.636849,648742,0x0dd1d70aeae2,2025-11-26T20:48:46.841308+00:00
6896,212,15,NO,sell,49.69,82.62,0.601415,178886,0x0f11d601df82,2025-11-26T20:44:32.825096+00:00
12436,499,42,YES,buy,16.21,40.32,0.402059,399012,0x0c3011079ff9,2025-11-26T20:43:39.676926+00:00
4846,100,44,NO,sell,35.21,94.13,0.37405,190633,0x0c4d62033e39,2025-11-26T20:42:08.204671+00:00
8811,307,41,YES,buy,34.3,49.09,0.698723,756287,0x0687e20f390d,2025-11-26T20:40:59.026717+00:00
12807,519,39,NO,buy,42.03,88.77,0.47348,48654,0x0cf1060ea9a3,2025-11-26T20:38:30.031664+00:00
11874,468,15,YES,sell,49.23,89.03,0.552952,922663,0x0d1170088a3a,2025-11-26T20:34:35.598897+00:00
10226,382,33,YES,buy,28.27,43.28,0.653184,816698,0x0b53860a8c12,2025-11-26T20:27:33.495520+00:00
4845,100,21,NO,buy,45.18,87.75,0.514851,970127,0x0d21a7031ad7,2025-11-26T20:27:22.204671+00:00
7603,248,16,NO,sell,13.98,28.05,0.498318,644066,0x0de6670783e5,2025-11-26T20:26:39.487093+00:00
10020,371,24,NO,sell,36.59,74.34,0.492169,64871,0x081e08028bb8,2025-11-26T20:18:45.705682+00:00
12212,487,28,NO,buy,36.18,55.62,0.650488,636773,0x0d51eb0213b6,2025-11-26T20:17:02.841308+00:00
5729,148,28,NO,sell,45.1,66.84,0.674769,375419,0x06a5fa0a2bfa,2025-11-26T20:16:33.493105+00:00
7192,225,27,YES,sell,9.52,14.0,0.680052,832975,0x0209fd03ad3d,2025-11-26T20:11:44.962329+00:00
11226,437,34,YES,sell,30.92,86.56,0.357208,632099,0x08e6ae0d4b09,2025-11-26T20:10:42.263024+00:00
7173,224,16,YES,buy,32.3,76.72,0.421021,280979,0x0df9380b911f,2025-11-26T20:10:30.865237+00:00
8984,316,17,YES,sell,45.62,88.39,0.516115,718386,0x0d3976040f35,2025-11-26T20:10:25.670792+00:00
6559,194,27,NO,sell,31.21,45.55,0.685154,116248,0x08968302ca87,2025-11-26T20:09:28.531122+00:00
8810,307,38,YES,buy,40.82,135.36,0.30157,891447,0x0c016b0e9802,2025-11-26T20:07:04.026717+00:00
11166,432,33,NO,sell,46.05,115.86,0.397459,480966,0x0eb4860c1bbc,2025-11-26T20:05:49.028234+00:00
11942,474,36,YES,buy,7.6,14.35,0.529549,744172,0x096e1a0ef3d1,2025-11-26T20:05:43.835092+00:00
7628,249,44,YES,buy,39.37,79.97,0.49234,375707,0x0522ed0ef050,2025-11-26T20:03:05.585793+00:00
10225,382,32,YES,buy,17.39,25.57,0.680009,534849,0x07f495055d18,2025-11-26T20:02:05.495520+00:00
7627,249,24,NO,buy,1.13,2.62,0.430926,109120,0x05b9a40609cd,2025-11-26T20:01:47.585793+00:00
5120,117,33,NO,buy,14.18,36.95,0.38381,733964,0x0d7f9f07e4b6,2025-11-26T20:00:26.268670+00:00
5347,129,41,NO,buy,24.89,57.06,0.43618,799598,0x0e8cc00af968,2025-11-26T19:59:27.077882+00:00
5728,148,31,NO,sell,37.59,64.51,0.582698,841669,0x0759710e6175,2025-11-26T19:58:24.493105+00:00
8983,316,35,NO,buy,33.58,58.83,0.570793,963624,0x0b9cfe0b3442,2025-11-26T19:56:40.670792+00:00
10019,371,24,NO,sell,23.86,63.71,0.374503,145396,0x0260ed08c503,2025-11-26T19:53:52.705682+00:00
4675,92,34,YES,buy,44.23,107.55,0.411245,860959,0x0b95840a7258,2025-11-26T19:53:44.577197+00:00
6873,211,30,YES,sell,37.37,54.73,0.682797,896226,0x06c38a0b1095,2025-11-26T19:51:15.751819+00:00
6895,212,35,NO,buy,23.18,77.21,0.300228,316991,0x0a4394087bc4,2025-11-26T19:48:40.825096+00:00
12435,499,27,NO,buy,5.31,9.39,0.565676,213762,0x03f4780366ca,2025-11-26T19:48:39.676926+00:00
4674,92,43,NO,buy,11.63,20.63,0.563788,464339,0x08c92308169a,2025-11-26T19:48:09.577197+00:00
12806,519,18,YES,buy,28.73,54.89,0.52342,295122,0x0c81ab0cf6f1,2025-11-26T19:45:35.031664+00:00
11873,468,35,NO,buy,43.85,83.01,0.528264,397437,0x04dcd3038a43,2025-11-26T19:44:29.598897+00:00
12789,518,18,YES,sell,26.54,53.92,0.492203,420220,0x0dc8bd09dacf,2025-11-26T19:41:40.951194+00:00
6872,211,23,YES,sell,39.62,68.91,0.574922,810503,0x0edfb00b308b,2025-11-26T19:41:12.751819+00:00
8940,313,31,YES,sell,24.53,46.5,0.527534,52083,0x0c8611054794,2025-11-26T19:39:11.503486+00:00
7602,248,20,NO,buy,20.02,29.56,0.67728,329373,0x08a3480a2305,2025-11-26T19:38:56.487093+00:00
4844,100,42,YES,buy,5.86,11.03,0.531253,228538,0x01bfe709fcbf,2025-11-26T19:38:21.204671+00:00
12211,487,38,YES,buy,37.32,75.6,0.493655,482189,0x0c4f8c0d56de,2025-11-26T19:34:47.841308+00:00
7172,224,32,YES,buy,29.56,62.21,0.475164,469093,0x08bb310b6995,2025-11-26T19:33:38.865237+00:00
10224,382,42,YES,buy,14.13,28.11,0.502632,393217,0x0219190d8edb,2025-11-26T19:33:20.495520+00:00
12210,487,16,NO,buy,42.82,85.13,0.502986,529825,0x0c415207e969,2025-11-26T19:33:05.841308+00:00
7626,249,33,YES,sell,23.24,38.98,0.59626,274835,0x06f58f04355b,2025-11-26T19:30:33.585793+00:00
10514,397,28,YES,buy,47.33,139.77,0.338637,731361,0x0753bd037167,2025-11-26T19:29:43.560540+00:00
11872,468,19,NO,sell,38.54,62.21,0.61955,44200,0x0b561e04df90,2025-11-26T19:28:50.598897+00:00
8809,307,31,NO,buy,24.78,46.24,0.535942,505770,0x0495f00878ba,2025-11-26T19:28:22.026717+00:00
8982,316,22,YES,sell,15.3,45.71,0.334735,262935,0x0bed74065900,2025-11-26T19:27:52.670792+00:00
12788,518,15,NO,sell,16.99,46.02,0.369161,601923,0x0bf06509a20c,2025-11-26T19:27:41.951194+00:00
5346,129,21,YES,buy,48.62,150.01,0.324107,227634,0x01bc650c40fd,2025-11-26T19:27:20.077882+00:00
4843,100,15,YES,buy,42.45,62.73,0.676738,370311,0x0acd4907175d,2025-11-26T19:27:14.204671+00:00
6871,211,44,NO,buy,9.64,16.69,0.577569,816184,0x0e0235077442,2025-11-26T19:24:59.751819+00:00
11165,432,32,NO,buy,6.17,17.73,0.347987,802676,0x0562260b8caa,2025-11-26T19:23:20.028234+00:00
11941,474,32,NO,buy,40.0,59.34,0.674127,25142,0x041019059ca2,2025-11-26T19:21:48.835092+00:00
7191,225,18,NO,sell,21.28,31.25,0.681019,329673,0x018cc003c238,2025-11-26T19:20:36.962329+00:00
9542,345,30,NO,buy,2.74,3.96,0.692387,928217,0x02abb6051c71,2025-11-26T19:20:18.803294+00:00
6558,194,28,YES,sell,16.42,42.29,0.388236,618467,0x04b6770220c7,2025-11-26T19:18:51.531122+00:00
6603,196,40,YES,buy,7.37,22.04,0.334381,557705,0x0247bc036ef9,2025-11-26T19:17:13.692923+00:00
6557,194,27,NO,sell,34.84,111.13,0.31351,35630,0x0f409606d0de,2025-11-26T19:17:07.531122+00:00
5119,117,43,NO,sell,36.96,61.5,0.600985,115582,0x0d2b1602f2a6,2025-11-26T19:16:51.268670+00:00
11225,437,15,YES,sell,23.06,46.55,0.495377,857543,0x0c497c0d5aef,2025-11-26T19:15:52.263024+00:00
6602,196,38,YES,buy,24.79,45.0,0.55088,807796,0x08bf6f0ab349,2025-11-26T19:11:51.692923+00:00
7601,248,41,YES,sell,15.77,24.39,0.646555,930187,0x08e6d008e923,2025-11-26T19:09:33.487093+00:00
10223,382,15,YES,sell,18.91,36.91,0.512331,497260,0x0b31e603b06c,2025-11-26T19:08:20.495520+00:00
12434,499,21,NO,sell,3.04,7.97,0.381642,613409,0x06bcf30b8f16,2025-11-26T19:07:37.676926+00:00
10018,371,22,NO,buy,37.55,56.92,0.659664,56510,0x0617390b48cb,2025-11-26T19:06:49.705682+00:00
4673,92,39,NO,buy,23.47,36.55,0.642164,7029,0x0a38ce0e71f5,2025-11-26T19:06:29.577197+00:00
6556,194,33,NO,sell,46.24,70.71,0.653925,856864,0x02f347083e15,2025-11-26T19:03:13.531122+00:00
4842,100,39,YES,buy,46.08,120.58,0.38216,704175,0x04b9ec047b7d,2025-11-26T19:03:05.204671+00:00
4841,100,16,YES,sell,6.83,17.02,0.401205,701015,0x0295f9065a2a,2025-11-26T19:02:13.204671+00:00
5727,148,41,NO,sell,28.26,40.41,0.699349,196095,0x049a09081f80,2025-11-26T19:00:21.493105+00:00
8808,307,37,YES,buy,20.27,30.99,0.65413,145061,0x0a1cde0611b6,2025-11-26T18:58:45.026717+00:00
6894,212,29,YES,sell,18.44,48.25,0.382164,654712,0x095a9905c324,2025-11-26T18:57:23.825096+00:00
12258,489,23,NO,buy,19.68,42.6,0.46201,299241,0x03f37c054b83,2025-11-26T18:56:10.011125+00:00
12257,489,21,NO,buy,13.17,19.52,0.674852,764911,0x0231fb0516ea,2025-11-26T18:55:32.011125+00:00
4840,100,40,YES,buy,1.92,3.89,0.493702,206888,0x086d030234c6,2025-11-26T18:54:42.204671+00:00
7600,248,29,NO,buy,24.36,38.25,0.636885,926677,0x024a7b08b3a7,2025-11-26T18:54:23.487093+00:00
10470,395,22,YES,buy,3.96,11.14,0.355398,231273,0x0f1fa5029244,2025-11-26T18:54:19.414572+00:00
7625,249,32,NO,sell,2.58,5.22,0.493821,224571,0x08be32056c8e,2025-11-26T18:52:43.585793+00:00
12805,519,16,NO,buy,32.88,49.74,0.661059,414589,0x09b5800d8ab3,2025-11-26T18:52:07.031664+00:00
12787,518,19,YES,sell,26.22,38.69,0.677741,301945,0x0acfb1033f27,2025-11-26T18:50:14.951194+00:00
6870,211,28,NO,buy,20.92,36.78,0.568729,277033,0x02025d0e487e,2025-11-26T18:49:32.751819+00:00
7190,225,35,NO,buy,6.71,10.22,0.656277,475396,0x082cfd078f46,2025-11-26T18:49:04.962329+00:00
7624,249,28,YES,buy,4.29,13.33,0.321918,919207,0x029a0204fc83,2025-11-26T18:46:32.585793+00:00
6893,212,16,YES,sell,36.21,75.28,0.481025,865092,0x0bdc2806d2ec,2025-11-26T18:45:30.825096+00:00
8939,313,15,YES,sell,16.49,47.43,0.347692,79951,0x076c580bf0c5,2025-11-26T18:44:37.503486+00:00
11164,432,21,YES,buy,12.88,21.67,0.59439,236204,0x03ed6c051658,2025-11-26T18:43:50.028234+00:00
6555,194,29,NO,sell,16.15,28.53,0.566153,421388,0x087d710977ed,2025-11-26T18:42:44.531122+00:00
12433,499,20,NO,buy,6.79,17.24,0.393817,129046,0x01c1f2044b42,2025-11-26T18:41:52.676926+00:00
12209,487,19,NO,buy,26.93,40.08,0.67192,959916,0x02b10004e457,2025-11-26T18:41:51.841308+00:00
8981,316,40,NO,buy,49.63,130.29,0.380933,843400,0x0ec73a0d5569,2025-11-26T18:41:28.670792+00:00
7171,224,21,NO,sell,6.58,11.94,0.551114,980782,0x07d2940ea1cd,2025-11-26T18:40:28.865237+00:00
11871,468,25,NO,sell,49.0,102.99,0.475787,243028,0x0b2ded06da57,2025-11-26T18:38:37.598897+00:00
6601,196,16,NO,sell,20.32,39.57,0.513511,960298,0x0ced7b0599f7,2025-11-26T18:37:04.692923+00:00
7170,224,35,YES,buy,46.87,67.82,0.691111,893161,0x0e37e506b06b,2025-11-26T18:36:57.865237+00:00
9541,345,30,NO,buy,28.63,77.44,0.369716,413675,0x0366080d3205,2025-11-26T18:36:03.803294+00:00
11501,451,30,NO,buy,20.81,31.49,0.660884,69892,0x0e103c0a71cc,2025-11-26T18:35:42.267503+00:00
10513,397,20,YES,sell,25.09,41.91,0.598695,994676,0x064916027624,2025-11-26T18:35:40.560540+00:00
8980,316,21,YES,buy,15.06,25.75,0.584759,505326,0x0b555a0294c8,2025-11-26T18:35:30.670792+00:00
12101,482,38,NO,sell,33.65,91.65,0.367166,928969,0x02dc800f38d5,2025-11-26T18:35:15.424415+00:00
13017,528,40,NO,buy,10.4,22.31,0.466141,496348,0x07860f0b0b6f,2025-11-26T18:34:55.771797+00:00
11163,432,25,YES,buy,30.03,83.04,0.361623,160855,0x0216c608f606,2025-11-26T18:33:38.028234+00:00
7169,224,32,YES,buy,48.62,114.52,0.424545,998168,0x06768509429e,2025-11-26T18:33:17.865237+00:00
5118,117,43,NO,buy,41.66,103.85,0.401148,560102,0x065c84098946,2025-11-26T18:31:44.268670+00:00
8807,307,28,YES,sell,43.17,64.08,0.673709,494383,0x066e200baac1,2025-11-26T18:29:51.026717+00:00
7599,248,38,YES,buy,6.14,18.68,0.328776,234151,0x03ef3b04aa29,2025-11-26T18:28:55.487093+00:00
5345,129,24,YES,sell,28.37,43.7,0.649149,771984,0x0c13db0be149,2025-11-26T18:28:45.077882+00:00
10469,395,22,YES,sell,18.78,31.05,0.604817,757722,0x079a1203b88a,2025-11-26T18:28:42.414572+00:00
5726,148,29,YES,buy,1.61,4.05,0.397472,642959,0x01dbb70f3f12,2025-11-26T18:27:12.493105+00:00
10222,382,44,NO,buy,3.23,6.99,0.462243,237649,0x02c170036173,2025-11-26T18:26:20.495520+00:00
11224,437,24,YES,buy,44.69,141.0,0.316952,349995,0x06f3c20872c4,2025-11-26T18:25:29.263024+00:00
11940,474,40,NO,sell,10.9,21.9,0.497725,857910,0x06c36f03a051,2025-11-26T18:25:19.835092+00:00
4672,92,24,NO,sell,31.7,91.35,0.347022,4704,0x03a18a04c581,2025-11-26T18:23:49.577197+00:00
10468,395,23,YES,buy,16.31,37.56,0.434242,791111,0x09604a09c6e8,2025-11-26T18:20:57.414572+00:00
10017,371,15,NO,sell,12.37,18.6,0.665165,566424,0x064735037b2a,2025-11-26T18:19:22.705682+00:00
5117,117,18,YES,sell,20.49,38.34,0.534464,955150,0x02cfbb09d28d,2025-11-26T18:18:41.268670+00:00
5888,156,31,YES,sell,8.07,24.54,0.328883,793514,0x066e4705652c,2025-11-26T18:17:57.111559+00:00
5116,117,23,NO,buy,13.46,24.89,0.54086,170268,0x0c20a70efd79,2025-11-26T18:17:41.268670+00:00
12804,519,29,NO,buy,19.81,57.17,0.34652,208998,0x0694860b5f8c,2025-11-26T18:16:13.031664+00:00
6892,212,27,YES,sell,32.96,78.59,0.419386,857795,0x0de2640a898a,2025-11-26T18:16:02.825096+00:00
6379,185,22,YES,buy,1.8,3.12,0.576666,456051,0x07b36f08e825,2025-11-26T18:15:54.874643+00:00
12593,507,40,NO,buy,49.23,123.3,0.399258,753700,0x076f19099d1b,2025-11-26T18:14:22.252516+00:00
11500,451,35,NO,buy,1.69,2.65,0.637281,804578,0x032fbc0eee1c,2025-11-26T18:13:39.267503+00:00
6869,211,44,NO,sell,21.46,60.39,0.355345,229472,0x0b2f8d03882e,2025-11-26T18:13:16.751819+00:00
5725,148,19,NO,buy,25.23,39.84,0.633299,918646,0x05078c057395,2025-11-26T18:11:37.493105+00:00
12208,487,37,YES,buy,3.63,5.77,0.628817,617691,0x02ccf705362f,2025-11-26T18:10:06.841308+00:00
12100,482,26,NO,buy,45.66,113.89,0.400917,969853,0x0775e401f52c,2025-11-26T18:10:05.424415+00:00
7623,249,44,NO,buy,16.46,25.91,0.63527,654411,0x0c69940565bb,2025-11-26T18:09:51.585793+00:00
12099,482,44,NO,buy,26.33,45.87,0.574075,424832,0x0bdb580624ac,2025-11-26T18:08:33.424415+00:00
12098,482,23,YES,buy,32.81,82.28,0.398782,995237,0x03bcd9066b14,2025-11-26T18:08:02.424415+00:00
12432,499,42,YES,buy,5.88,8.66,0.679299,580901,0x063be1080f83,2025-11-26T18:07:40.676926+00:00
5115,117,30,YES,sell,31.92,55.94,0.57057,677681,0x0caf770c2d3b,2025-11-26T18:07:26.268670+00:00
9540,345,44,NO,buy,48.71,72.87,0.668487,342658,0x0c92f10c2e7b,2025-11-26T18:07:14.803294+00:00
13016,528,17,NO,sell,41.62,68.22,0.610088,970273,0x0eae0d058f4a,2025-11-26T18:06:34.771797+00:00
12207,487,32,NO,buy,39.32,63.37,0.620468,711220,0x057e1302f8dc,2025-11-26T18:05:16.841308+00:00
10221,382,22,NO,sell,33.1,91.56,0.361506,38257,0x0438a005a120,2025-11-26T18:04:22.495520+00:00
6554,194,35,NO,sell,24.52,41.96,0.584387,442308,0x018b8003c536,2025-11-26T18:04:16.531122+00:00
11870,468,31,YES,sell,20.84,65.61,0.317657,444250,0x087adc0e6c89,2025-11-26T18:04:07.598897+00:00
9539,345,38,YES,sell,13.91,19.92,0.698421,273944,0x021051068f33,2025-11-26T18:03:17.803294+00:00
6378,185,42,YES,buy,9.22,26.46,0.348451,16626,0x0e95d60365bf,2025-11-26T18:03:06.874643+00:00
7598,248,24,NO,buy,31.81,78.88,0.403266,627785,0x09aa230e051f,2025-11-26T18:02:59.487093+00:00
4671,92,36,YES,buy,43.57,117.27,0.371547,440963,0x0ceb2b0258ca,2025-11-26T18:02:38.577197+00:00
4839,100,19,YES,sell,7.14,20.28,0.352087,725375,0x02c8970852a0,2025-11-26T18:02:27.204671+00:00
7189,225,40,YES,sell,48.13,86.91,0.553766,604075,0x0d82f101ffbe,2025-11-26T17:59:21.962329+00:00
7168,224,36,YES,sell,35.83,86.95,0.412063,386503,0x023dc4068137,2025-11-26T17:58:22.865237+00:00
12256,489,40,NO,sell,16.92,46.71,0.362235,423479,0x06b68d05aa3a,2025-11-26T17:58:04.011125+00:00
7188,225,38,YES,sell,15.14,27.29,0.554769,809085,0x05634004bf13,2025-11-26T17:57:14.962329+00:00
12097,482,28,NO,sell,34.21,68.94,0.496251,516978,0x03e6f005830a,2025-11-26T17:57:10.424415+00:00
12786,518,35,YES,sell,31.88,51.33,0.621043,365932,0x067c84058826,2025-11-26T17:56:20.951194+00:00
6600,196,30,YES,sell,25.78,38.34,0.672454,333039,0x0467680403c3,2025-11-26T17:56:02.692923+00:00
11499,451,43,NO,sell,37.41,75.66,0.494427,888986,0x0cc04103f42a,2025-11-26T17:55:58.267503+00:00
5114,117,37,NO,sell,35.13,62.69,0.560363,259779,0x084f7e0d4be7,2025-11-26T17:50:44.268670+00:00
10512,397,44,NO,buy,6.07,10.17,0.59708,834368,0x0e54fd020ecd,2025-11-26T17:49:16.560540+00:00
12206,487,20,YES,buy,15.89,40.69,0.390547,606209,0x037ac50eebec,2025-11-26T17:48:53.841308+00:00
11223,437,15,NO,buy,3.32,6.69,0.495995,362439,0x0e89a5084074,2025-11-26T17:47:30.263024+00:00
8938,313,34,NO,sell,38.47,72.86,0.527968,252517,0x036aff0749bb,2025-11-26T17:46:09.503486+00:00
12803,519,34,NO,buy,25.67,78.21,0.328203,952215,0x05d2040c3e0f,2025-11-26T17:45:54.031664+00:00
7597,248,27,NO,sell,8.19,12.08,0.678142,227106,0x0d7bcd084907,2025-11-26T17:45:30.487093+00:00
11869,468,40,YES,sell,13.49,38.86,0.347144,640505,0x07880a0ab30b,2025-11-26T17:44:52.598897+00:00
13015,528,41,YES,sell,19.63,30.03,0.653616,78492,0x0dc204034cb2,2025-11-26T17:43:16.771797+00:00
11939,474,21,YES,buy,19.04,48.99,0.388621,892066,0x0db469056207,2025-11-26T17:43:04.835092+00:00
7622,249,37,YES,buy,1.18,3.17,0.372192,521491,0x0ccbbb048037,2025-11-26T17:40:50.585793+00:00
12255,489,29,NO,sell,47.51,93.04,0.510667,208069,0x0d24d105c7d2,2025-11-26T17:40:05.011125+00:00
